,truth,"('num_occur', 'index', 0)","('num_occur', 'score', 0)","('num_occur', 'index', 1)","('num_occur', 'score', 1)","('num_occur', 'index', 2)","('num_occur', 'score', 2)","('num_occur', 'index', 3)","('num_occur', 'score', 3)","('num_occur', 'index', 4)","('num_occur', 'score', 4)","('percentage_of_terms', 'index', 0)","('percentage_of_terms', 'score', 0)","('percentage_of_terms', 'index', 1)","('percentage_of_terms', 'score', 1)","('percentage_of_terms', 'index', 2)","('percentage_of_terms', 'score', 2)","('percentage_of_terms', 'index', 3)","('percentage_of_terms', 'score', 3)","('percentage_of_terms', 'index', 4)","('percentage_of_terms', 'score', 4)","('td-idf', 'index', 0)","('td-idf', 'score', 0)","('td-idf', 'index', 1)","('td-idf', 'score', 1)","('td-idf', 'index', 2)","('td-idf', 'score', 2)","('td-idf', 'index', 3)","('td-idf', 'score', 3)","('td-idf', 'index', 4)","('td-idf', 'score', 4)","('word_order', 'index', 0)","('word_order', 'score', 0)","('word_order', 'index', 1)","('word_order', 'score', 1)","('word_order', 'index', 2)","('word_order', 'score', 2)","('word_order', 'index', 3)","('word_order', 'score', 3)","('word_order', 'index', 4)","('word_order', 'score', 4)"
0,0,26,1142,21,458,10,436,20.0,284.0,11.0,204.0,0,1.0,5,0.8,9,0.6,10.0,0.6,20.0,0.6,0,0.003803941506821382,24,0.0011515488020438789,12,0.0007418410695801634,5.0,0.0004087570809564607,2.0,0.0003471857784770312,0,41,26.0,12.0,14.0,6.0,19.0,4.0,10.0,3.0
1,0,26,1142,21,458,10,436,20.0,284.0,11.0,204.0,0,1.0,5,0.8,9,0.6,10.0,0.6,20.0,0.6,0,0.003803941506821382,24,0.0011515488020438789,12,0.0007418410695801634,5.0,0.0004087570809564607,2.0,0.0003471857784770312,0,41,26.0,12.0,14.0,6.0,19.0,4.0,10.0,3.0
2,0,26,1142,21,458,10,436,20.0,284.0,11.0,204.0,0,1.0,5,0.8,9,0.6,10.0,0.6,20.0,0.6,0,0.003803941506821382,24,0.0011515488020438789,12,0.0007418410695801634,5.0,0.0004087570809564607,2.0,0.0003471857784770312,0,41,26.0,12.0,14.0,6.0,19.0,4.0,10.0,3.0
0,1,22,36,12,20,1,18,2.0,14.0,14.0,10.0,1,0.8,2,0.8,3,0.8,5.0,0.8,7.0,0.8,22,0.03129353076671049,1,0.008066363016238112,12,0.005165585098555677,28.0,0.004372474144669725,18.0,0.004189483901489614,1,9,2.0,9.0,28.0,4.0,12.0,3.0,4.0,2.0
1,1,22,36,12,20,1,18,2.0,14.0,14.0,10.0,1,0.8,2,0.8,3,0.8,5.0,0.8,7.0,0.8,22,0.03129353076671049,1,0.008066363016238112,12,0.005165585098555677,28.0,0.004372474144669725,18.0,0.004189483901489614,1,9,2.0,9.0,28.0,4.0,12.0,3.0,4.0,2.0
2,1,22,36,12,20,1,18,2.0,14.0,14.0,10.0,1,0.8,2,0.8,3,0.8,5.0,0.8,7.0,0.8,22,0.03129353076671049,1,0.008066363016238112,12,0.005165585098555677,28.0,0.004372474144669725,18.0,0.004189483901489614,1,9,2.0,9.0,28.0,4.0,12.0,3.0,4.0,2.0
3,1,22,36,12,20,1,18,2.0,14.0,14.0,10.0,1,0.8,2,0.8,3,0.8,5.0,0.8,7.0,0.8,22,0.03129353076671049,1,0.008066363016238112,12,0.005165585098555677,28.0,0.004372474144669725,18.0,0.004189483901489614,1,9,2.0,9.0,28.0,4.0,12.0,3.0,4.0,2.0
0,2,19,1029,21,458,10,436,11.0,204.0,7.0,103.0,2,1.0,12,1.0,30,1.0,5.0,0.8,18.0,0.8,18,0.005017010568617829,22,0.004163864101365558,4,0.0019152860216710807,3.0,0.001783464716535824,13.0,0.001625519501787264,2,4,13.0,4.0,12.0,3.0,18.0,3.0,22.0,3.0
1,2,19,1029,21,458,10,436,11.0,204.0,7.0,103.0,2,1.0,12,1.0,30,1.0,5.0,0.8,18.0,0.8,18,0.005017010568617829,22,0.004163864101365558,4,0.0019152860216710807,3.0,0.001783464716535824,13.0,0.001625519501787264,2,4,13.0,4.0,12.0,3.0,18.0,3.0,22.0,3.0
2,2,19,1029,21,458,10,436,11.0,204.0,7.0,103.0,2,1.0,12,1.0,30,1.0,5.0,0.8,18.0,0.8,18,0.005017010568617829,22,0.004163864101365558,4,0.0019152860216710807,3.0,0.001783464716535824,13.0,0.001625519501787264,2,4,13.0,4.0,12.0,3.0,18.0,3.0,22.0,3.0
3,2,19,1029,21,458,10,436,11.0,204.0,7.0,103.0,2,1.0,12,1.0,30,1.0,5.0,0.8,18.0,0.8,18,0.005017010568617829,22,0.004163864101365558,4,0.0019152860216710807,3.0,0.001783464716535824,13.0,0.001625519501787264,2,4,13.0,4.0,12.0,3.0,18.0,3.0,22.0,3.0
0,3,2,287,1,114,5,42,28.0,29.0,13.0,11.0,3,1.0,30,1.0,2,0.6,5.0,0.6,16.0,0.6,1,0.039195067632697096,2,0.026616061100782133,28,0.024321287729620576,3.0,0.013800242666441757,13.0,0.010745847829641497,3,4,7.0,1.0,30.0,1.0,1.0,0.0,2.0,0.0
1,3,2,287,1,114,5,42,28.0,29.0,13.0,11.0,3,1.0,30,1.0,2,0.6,5.0,0.6,16.0,0.6,1,0.039195067632697096,2,0.026616061100782133,28,0.024321287729620576,3.0,0.013800242666441757,13.0,0.010745847829641497,3,4,7.0,1.0,30.0,1.0,1.0,0.0,2.0,0.0
2,3,2,287,1,114,5,42,28.0,29.0,13.0,11.0,3,1.0,30,1.0,2,0.6,5.0,0.6,16.0,0.6,1,0.039195067632697096,2,0.026616061100782133,28,0.024321287729620576,3.0,0.013800242666441757,13.0,0.010745847829641497,3,4,7.0,1.0,30.0,1.0,1.0,0.0,2.0,0.0
3,3,2,287,1,114,5,42,28.0,29.0,13.0,11.0,3,1.0,30,1.0,2,0.6,5.0,0.6,16.0,0.6,1,0.039195067632697096,2,0.026616061100782133,28,0.024321287729620576,3.0,0.013800242666441757,13.0,0.010745847829641497,3,4,7.0,1.0,30.0,1.0,1.0,0.0,2.0,0.0
0,4,2,14,12,11,21,7,17.0,5.0,24.0,5.0,4,1.0,5,0.6,0,0.4,1.0,0.4,7.0,0.4,17,0.009374642605360172,4,0.005282757360546009,16,0.0048731317898084835,27.0,0.004020986411612819,30.0,0.0018808578837857302,4,4,0.0,0.0,1.0,0.0,5.0,0.0,7.0,0.0
1,4,2,14,12,11,21,7,17.0,5.0,24.0,5.0,4,1.0,5,0.6,0,0.4,1.0,0.4,7.0,0.4,17,0.009374642605360172,4,0.005282757360546009,16,0.0048731317898084835,27.0,0.004020986411612819,30.0,0.0018808578837857302,4,4,0.0,0.0,1.0,0.0,5.0,0.0,7.0,0.0
2,4,2,14,12,11,21,7,17.0,5.0,24.0,5.0,4,1.0,5,0.6,0,0.4,1.0,0.4,7.0,0.4,17,0.009374642605360172,4,0.005282757360546009,16,0.0048731317898084835,27.0,0.004020986411612819,30.0,0.0018808578837857302,4,4,0.0,0.0,1.0,0.0,5.0,0.0,7.0,0.0
3,4,2,14,12,11,21,7,17.0,5.0,24.0,5.0,4,1.0,5,0.6,0,0.4,1.0,0.4,7.0,0.4,17,0.009374642605360172,4,0.005282757360546009,16,0.0048731317898084835,27.0,0.004020986411612819,30.0,0.0018808578837857302,4,4,0.0,0.0,1.0,0.0,5.0,0.0,7.0,0.0
0,5,14,2418,26,1142,19,1029,21.0,458.0,2.0,446.0,1,0.8,5,0.8,2,0.6,12.0,0.6,0.0,0.4,15,-6.601463130056997e-06,6,-1.2191803777748856e-05,9,-1.468709595680128e-05,8.0,-1.5733103766407616e-05,3.0,-1.6539929600582365e-05,14,10,29.0,6.0,5.0,4.0,21.0,4.0,25.0,4.0
1,5,14,2418,26,1142,19,1029,21.0,458.0,2.0,446.0,1,0.8,5,0.8,2,0.6,12.0,0.6,0.0,0.4,15,-6.601463130056997e-06,6,-1.2191803777748856e-05,9,-1.468709595680128e-05,8.0,-1.5733103766407616e-05,3.0,-1.6539929600582365e-05,14,10,29.0,6.0,5.0,4.0,21.0,4.0,25.0,4.0
2,5,14,2418,26,1142,19,1029,21.0,458.0,2.0,446.0,1,0.8,5,0.8,2,0.6,12.0,0.6,0.0,0.4,15,-6.601463130056997e-06,6,-1.2191803777748856e-05,9,-1.468709595680128e-05,8.0,-1.5733103766407616e-05,3.0,-1.6539929600582365e-05,14,10,29.0,6.0,5.0,4.0,21.0,4.0,25.0,4.0
3,5,14,2418,26,1142,19,1029,21.0,458.0,2.0,446.0,1,0.8,5,0.8,2,0.6,12.0,0.6,0.0,0.4,15,-6.601463130056997e-06,6,-1.2191803777748856e-05,9,-1.468709595680128e-05,8.0,-1.5733103766407616e-05,3.0,-1.6539929600582365e-05,14,10,29.0,6.0,5.0,4.0,21.0,4.0,25.0,4.0
0,6,22,36,7,21,24,21,5.0,18.0,27.0,13.0,1,0.6,2,0.6,5,0.6,6.0,0.6,7.0,0.6,22,0.03129353076671049,6,0.02270699922599735,27,0.021054063252928423,7.0,0.007611764798138771,8.0,0.006043661684236489,7,25,5.0,19.0,6.0,19.0,27.0,18.0,13.0,4.0
1,6,22,36,7,21,24,21,5.0,18.0,27.0,13.0,1,0.6,2,0.6,5,0.6,6.0,0.6,7.0,0.6,22,0.03129353076671049,6,0.02270699922599735,27,0.021054063252928423,7.0,0.007611764798138771,8.0,0.006043661684236489,7,25,5.0,19.0,6.0,19.0,27.0,18.0,13.0,4.0
2,6,22,36,7,21,24,21,5.0,18.0,27.0,13.0,1,0.6,2,0.6,5,0.6,6.0,0.6,7.0,0.6,22,0.03129353076671049,6,0.02270699922599735,27,0.021054063252928423,7.0,0.007611764798138771,8.0,0.006043661684236489,7,25,5.0,19.0,6.0,19.0,27.0,18.0,13.0,4.0
3,6,22,36,7,21,24,21,5.0,18.0,27.0,13.0,1,0.6,2,0.6,5,0.6,6.0,0.6,7.0,0.6,22,0.03129353076671049,6,0.02270699922599735,27,0.021054063252928423,7.0,0.007611764798138771,8.0,0.006043661684236489,7,25,5.0,19.0,6.0,19.0,27.0,18.0,13.0,4.0
0,7,19,814,21,351,12,214,11.0,165.0,9.0,145.0,7,1.0,0,0.6,1,0.6,2.0,0.6,4.0,0.6,4,0.003276529307704397,24,0.0008756023324229411,0,0.000788836434862538,7.0,0.0006200782288305085,1.0,0.0004893517797220852,7,7,24.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0
1,7,19,814,21,351,12,214,11.0,165.0,9.0,145.0,7,1.0,0,0.6,1,0.6,2.0,0.6,4.0,0.6,4,0.003276529307704397,24,0.0008756023324229411,0,0.000788836434862538,7.0,0.0006200782288305085,1.0,0.0004893517797220852,7,7,24.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0
2,7,19,814,21,351,12,214,11.0,165.0,9.0,145.0,7,1.0,0,0.6,1,0.6,2.0,0.6,4.0,0.6,4,0.003276529307704397,24,0.0008756023324229411,0,0.000788836434862538,7.0,0.0006200782288305085,1.0,0.0004893517797220852,7,7,24.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0
0,8,22,36,30,31,3,23,24.0,21.0,2.0,20.0,8,1.0,10,0.6,5,0.6,1.0,0.4,2.0,0.4,22,0.03129353076671049,3,0.010630603381613828,11,0.009902723694161165,8.0,0.008341013665896835,30.0,0.0070022738558176605,8,4,3.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0
1,8,22,36,30,31,3,23,24.0,21.0,2.0,20.0,8,1.0,10,0.6,5,0.6,1.0,0.4,2.0,0.4,22,0.03129353076671049,3,0.010630603381613828,11,0.009902723694161165,8.0,0.008341013665896835,30.0,0.0070022738558176605,8,4,3.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0
2,8,22,36,30,31,3,23,24.0,21.0,2.0,20.0,8,1.0,10,0.6,5,0.6,1.0,0.4,2.0,0.4,22,0.03129353076671049,3,0.010630603381613828,11,0.009902723694161165,8.0,0.008341013665896835,30.0,0.0070022738558176605,8,4,3.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0
0,9,2,446,0,385,5,304,12.0,270.0,1.0,166.0,9,1.0,10,1.0,14,1.0,18.0,1.0,22.0,1.0,18,0.028491282213318102,9,0.013199057880243906,22,0.013136843321707585,19.0,0.011640872243764654,14.0,0.008449391034206298,14,28,26.0,14.0,9.0,9.0,18.0,6.0,22.0,6.0
1,9,2,446,0,385,5,304,12.0,270.0,1.0,166.0,9,1.0,10,1.0,14,1.0,18.0,1.0,22.0,1.0,18,0.028491282213318102,9,0.013199057880243906,22,0.013136843321707585,19.0,0.011640872243764654,14.0,0.008449391034206298,14,28,26.0,14.0,9.0,9.0,18.0,6.0,22.0,6.0
2,9,2,446,0,385,5,304,12.0,270.0,1.0,166.0,9,1.0,10,1.0,14,1.0,18.0,1.0,22.0,1.0,18,0.028491282213318102,9,0.013199057880243906,22,0.013136843321707585,19.0,0.011640872243764654,14.0,0.008449391034206298,14,28,26.0,14.0,9.0,9.0,18.0,6.0,22.0,6.0
0,10,26,258,19,152,21,129,11.0,91.0,0.0,75.0,9,1.0,10,1.0,14,1.0,18.0,0.8,19.0,0.8,9,0.01592928364565821,26,0.0026121508375969893,25,0.0024736417814265528,29.0,0.002001837260615669,11.0,0.001986686797636347,14,65,19.0,50.0,9.0,21.0,10.0,18.0,26.0,13.0
1,10,26,258,19,152,21,129,11.0,91.0,0.0,75.0,9,1.0,10,1.0,14,1.0,18.0,0.8,19.0,0.8,9,0.01592928364565821,26,0.0026121508375969893,25,0.0024736417814265528,29.0,0.002001837260615669,11.0,0.001986686797636347,14,65,19.0,50.0,9.0,21.0,10.0,18.0,26.0,13.0
2,10,26,258,19,152,21,129,11.0,91.0,0.0,75.0,9,1.0,10,1.0,14,1.0,18.0,0.8,19.0,0.8,9,0.01592928364565821,26,0.0026121508375969893,25,0.0024736417814265528,29.0,0.002001837260615669,11.0,0.001986686797636347,14,65,19.0,50.0,9.0,21.0,10.0,18.0,26.0,13.0
0,11,14,159,19,109,9,28,11.0,22.0,10.0,19.0,11,1.0,19,1.0,21,1.0,14.0,0.8,20.0,0.8,18,0.028491282213318102,9,0.013199057880243906,22,0.013136843321707585,19.0,0.011640872243764654,14.0,0.008449391034206298,11,22,19.0,5.0,14.0,3.0,18.0,2.0,22.0,2.0
1,11,14,159,19,109,9,28,11.0,22.0,10.0,19.0,11,1.0,19,1.0,21,1.0,14.0,0.8,20.0,0.8,18,0.028491282213318102,9,0.013199057880243906,22,0.013136843321707585,19.0,0.011640872243764654,14.0,0.008449391034206298,11,22,19.0,5.0,14.0,3.0,18.0,2.0,22.0,2.0
2,11,14,159,19,109,9,28,11.0,22.0,10.0,19.0,11,1.0,19,1.0,21,1.0,14.0,0.8,20.0,0.8,18,0.028491282213318102,9,0.013199057880243906,22,0.013136843321707585,19.0,0.011640872243764654,14.0,0.008449391034206298,11,22,19.0,5.0,14.0,3.0,18.0,2.0,22.0,2.0
0,12,19,1029,21,458,10,436,11.0,204.0,7.0,103.0,2,1.0,12,1.0,30,1.0,5.0,0.8,18.0,0.8,18,0.005017010568617829,22,0.004163864101365558,4,0.0019152860216710807,3.0,0.001783464716535824,13.0,0.001625519501787264,9,7,12.0,4.0,2.0,3.0,18.0,3.0,22.0,3.0
1,12,19,1029,21,458,10,436,11.0,204.0,7.0,103.0,2,1.0,12,1.0,30,1.0,5.0,0.8,18.0,0.8,18,0.005017010568617829,22,0.004163864101365558,4,0.0019152860216710807,3.0,0.001783464716535824,13.0,0.001625519501787264,9,7,12.0,4.0,2.0,3.0,18.0,3.0,22.0,3.0
2,12,19,1029,21,458,10,436,11.0,204.0,7.0,103.0,2,1.0,12,1.0,30,1.0,5.0,0.8,18.0,0.8,18,0.005017010568617829,22,0.004163864101365558,4,0.0019152860216710807,3.0,0.001783464716535824,13.0,0.001625519501787264,9,7,12.0,4.0,2.0,3.0,18.0,3.0,22.0,3.0
0,13,12,74,2,21,1,7,27.0,7.0,5.0,6.0,13,1.0,30,0.4,1,0.2,2.0,0.2,3.0,0.2,12,0.020870706892638036,27,0.019394162446338528,3,0.004576528790113429,28.0,0.003581000880120434,1.0,0.003425462458054597,13,4,30.0,0.0,,,,,,
1,13,12,74,2,21,1,7,27.0,7.0,5.0,6.0,13,1.0,30,0.4,1,0.2,2.0,0.2,3.0,0.2,12,0.020870706892638036,27,0.019394162446338528,3,0.004576528790113429,28.0,0.003581000880120434,1.0,0.003425462458054597,13,4,30.0,0.0,,,,,,
2,13,12,74,2,21,1,7,27.0,7.0,5.0,6.0,13,1.0,30,0.4,1,0.2,2.0,0.2,3.0,0.2,12,0.020870706892638036,27,0.019394162446338528,3,0.004576528790113429,28.0,0.003581000880120434,1.0,0.003425462458054597,13,4,30.0,0.0,,,,,,
0,14,10,179,19,152,21,129,11.0,91.0,0.0,75.0,14,1.0,26,0.8,9,0.6,10.0,0.6,11.0,0.6,25,0.0024736417814265528,30,0.0020948861353016694,29,0.002001837260615669,11.0,0.001986686797636347,3.0,0.0018263109897501731,14,112,19.0,48.0,9.0,16.0,10.0,13.0,11.0,13.0
1,14,10,179,19,152,21,129,11.0,91.0,0.0,75.0,14,1.0,26,0.8,9,0.6,10.0,0.6,11.0,0.6,25,0.0024736417814265528,30,0.0020948861353016694,29,0.002001837260615669,11.0,0.001986686797636347,3.0,0.0018263109897501731,14,112,19.0,48.0,9.0,16.0,10.0,13.0,11.0,13.0
2,14,10,179,19,152,21,129,11.0,91.0,0.0,75.0,14,1.0,26,0.8,9,0.6,10.0,0.6,11.0,0.6,25,0.0024736417814265528,30,0.0020948861353016694,29,0.002001837260615669,11.0,0.001986686797636347,3.0,0.0018263109897501731,14,112,19.0,48.0,9.0,16.0,10.0,13.0,11.0,13.0
0,15,22,36,10,13,1,9,19.0,8.0,13.0,7.0,5,1.0,15,1.0,24,0.8,1.0,0.8,2.0,0.8,22,0.03129353076671049,6,0.004707770569715133,18,0.004189483901489614,4.0,0.0025918113081554064,13.0,0.002566307629846374,15,7,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
1,15,22,36,10,13,1,9,19.0,8.0,13.0,7.0,5,1.0,15,1.0,24,0.8,1.0,0.8,2.0,0.8,22,0.03129353076671049,6,0.004707770569715133,18,0.004189483901489614,4.0,0.0025918113081554064,13.0,0.002566307629846374,15,7,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
2,15,22,36,10,13,1,9,19.0,8.0,13.0,7.0,5,1.0,15,1.0,24,0.8,1.0,0.8,2.0,0.8,22,0.03129353076671049,6,0.004707770569715133,18,0.004189483901489614,4.0,0.0025918113081554064,13.0,0.002566307629846374,15,7,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
0,16,19,26,10,26,21,25,2.0,25.0,5.0,19.0,16,1.0,1,0.6,2,0.6,7.0,0.6,12.0,0.6,8,0.007109899773549884,4,0.0030005311702914713,22,0.002406719716734147,7.0,0.0009825235747932452,6.0,0.0009469418328565086,16,4,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0
1,16,19,26,10,26,21,25,2.0,25.0,5.0,19.0,16,1.0,1,0.6,2,0.6,7.0,0.6,12.0,0.6,8,0.007109899773549884,4,0.0030005311702914713,22,0.002406719716734147,7.0,0.0009825235747932452,6.0,0.0009469418328565086,16,4,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0
2,16,19,26,10,26,21,25,2.0,25.0,5.0,19.0,16,1.0,1,0.6,2,0.6,7.0,0.6,12.0,0.6,8,0.007109899773549884,4,0.0030005311702914713,22,0.002406719716734147,7.0,0.0009825235747932452,6.0,0.0009469418328565086,16,4,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0
0,17,26,27,15,20,14,11,17.0,11.0,0.0,7.0,17,1.0,1,0.8,2,0.8,16.0,0.8,0.0,0.8,15,0.03026851619153677,17,0.01701286957423276,27,0.0036437487829378617,4.0,0.0030005311702914713,26.0,0.0022375432966620784,17,33,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0
1,17,26,27,15,20,14,11,17.0,11.0,0.0,7.0,17,1.0,1,0.8,2,0.8,16.0,0.8,0.0,0.8,15,0.03026851619153677,17,0.01701286957423276,27,0.0036437487829378617,4.0,0.0030005311702914713,26.0,0.0022375432966620784,17,33,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0
2,17,26,27,15,20,14,11,17.0,11.0,0.0,7.0,17,1.0,1,0.8,2,0.8,16.0,0.8,0.0,0.8,15,0.03026851619153677,17,0.01701286957423276,27,0.0036437487829378617,4.0,0.0030005311702914713,26.0,0.0022375432966620784,17,33,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0
0,18,19,1029,21,458,10,436,20.0,284.0,11.0,204.0,18,1.0,22,1.0,9,0.8,21.0,0.6,29.0,0.6,18,0.0020207146100199476,4,0.0019152860216710807,3,0.001783464716535824,22.0,0.00167709055197087,13.0,0.001625519501787264,21,17,29.0,7.0,18.0,6.0,22.0,3.0,2.0,2.0
1,18,19,1029,21,458,10,436,20.0,284.0,11.0,204.0,18,1.0,22,1.0,9,0.8,21.0,0.6,29.0,0.6,18,0.0020207146100199476,4,0.0019152860216710807,3,0.001783464716535824,22.0,0.00167709055197087,13.0,0.001625519501787264,21,17,29.0,7.0,18.0,6.0,22.0,3.0,2.0,2.0
2,18,19,1029,21,458,10,436,20.0,284.0,11.0,204.0,18,1.0,22,1.0,9,0.8,21.0,0.6,29.0,0.6,18,0.0020207146100199476,4,0.0019152860216710807,3,0.001783464716535824,22.0,0.00167709055197087,13.0,0.001625519501787264,21,17,29.0,7.0,18.0,6.0,22.0,3.0,2.0,2.0
0,19,19,36,10,20,20,18,21.0,18.0,0.0,13.0,14,1.0,19,1.0,20,1.0,0.0,0.8,9.0,0.8,18,0.00808285844007979,29,0.007436661305679293,20,0.004750474876448253,21.0,0.0036492946665707088,19.0,0.00352181083897216,14,61,19.0,57.0,11.0,26.0,9.0,15.0,10.0,10.0
1,19,19,36,10,20,20,18,21.0,18.0,0.0,13.0,14,1.0,19,1.0,20,1.0,0.0,0.8,9.0,0.8,18,0.00808285844007979,29,0.007436661305679293,20,0.004750474876448253,21.0,0.0036492946665707088,19.0,0.00352181083897216,14,61,19.0,57.0,11.0,26.0,9.0,15.0,10.0,10.0
2,19,19,36,10,20,20,18,21.0,18.0,0.0,13.0,14,1.0,19,1.0,20,1.0,0.0,0.8,9.0,0.8,18,0.00808285844007979,29,0.007436661305679293,20,0.004750474876448253,21.0,0.0036492946665707088,19.0,0.00352181083897216,14,61,19.0,57.0,11.0,26.0,9.0,15.0,10.0,10.0
0,20,26,254,10,179,9,30,25.0,28.0,0.0,23.0,20,1.0,0,0.8,2,0.8,11.0,0.8,14.0,0.8,0,0.007240246149874901,18,0.0037787526998926597,17,0.002824347732262628,20.0,0.0026365363495224462,26.0,0.0025716523749985867,26,39,0.0,33.0,20.0,25.0,14.0,17.0,19.0,8.0
1,20,26,254,10,179,9,30,25.0,28.0,0.0,23.0,20,1.0,0,0.8,2,0.8,11.0,0.8,14.0,0.8,0,0.007240246149874901,18,0.0037787526998926597,17,0.002824347732262628,20.0,0.0026365363495224462,26.0,0.0025716523749985867,26,39,0.0,33.0,20.0,25.0,14.0,17.0,19.0,8.0
2,20,26,254,10,179,9,30,25.0,28.0,0.0,23.0,20,1.0,0,0.8,2,0.8,11.0,0.8,14.0,0.8,0,0.007240246149874901,18,0.0037787526998926597,17,0.002824347732262628,20.0,0.0026365363495224462,26.0,0.0025716523749985867,26,39,0.0,33.0,20.0,25.0,14.0,17.0,19.0,8.0
0,21,14,2418,26,1142,19,1029,21.0,458.0,2.0,446.0,21,1.0,29,1.0,2,0.6,9.0,0.6,10.0,0.6,15,-6.601463130056997e-06,6,-1.2191803777748856e-05,9,-1.468709595680128e-05,8.0,-1.5733103766407616e-05,3.0,-1.6539929600582365e-05,20,15,1.0,10.0,2.0,10.0,5.0,10.0,11.0,10.0
1,21,14,2418,26,1142,19,1029,21.0,458.0,2.0,446.0,21,1.0,29,1.0,2,0.6,9.0,0.6,10.0,0.6,15,-6.601463130056997e-06,6,-1.2191803777748856e-05,9,-1.468709595680128e-05,8.0,-1.5733103766407616e-05,3.0,-1.6539929600582365e-05,20,15,1.0,10.0,2.0,10.0,5.0,10.0,11.0,10.0
2,21,14,2418,26,1142,19,1029,21.0,458.0,2.0,446.0,21,1.0,29,1.0,2,0.6,9.0,0.6,10.0,0.6,15,-6.601463130056997e-06,6,-1.2191803777748856e-05,9,-1.468709595680128e-05,8.0,-1.5733103766407616e-05,3.0,-1.6539929600582365e-05,20,15,1.0,10.0,2.0,10.0,5.0,10.0,11.0,10.0
0,22,19,1029,21,458,10,436,11.0,204.0,7.0,103.0,18,1.0,22,1.0,2,0.8,12.0,0.8,30.0,0.8,18,0.005017010568617829,22,0.004163864101365558,4,0.0019152860216710807,3.0,0.001783464716535824,13.0,0.001625519501787264,20,12,22.0,4.0,2.0,3.0,12.0,3.0,18.0,3.0
1,22,19,1029,21,458,10,436,11.0,204.0,7.0,103.0,18,1.0,22,1.0,2,0.8,12.0,0.8,30.0,0.8,18,0.005017010568617829,22,0.004163864101365558,4,0.0019152860216710807,3.0,0.001783464716535824,13.0,0.001625519501787264,20,12,22.0,4.0,2.0,3.0,12.0,3.0,18.0,3.0
2,22,19,1029,21,458,10,436,11.0,204.0,7.0,103.0,18,1.0,22,1.0,2,0.8,12.0,0.8,30.0,0.8,18,0.005017010568617829,22,0.004163864101365558,4,0.0019152860216710807,3.0,0.001783464716535824,13.0,0.001625519501787264,20,12,22.0,4.0,2.0,3.0,12.0,3.0,18.0,3.0
0,23,14,20,21,15,19,13,12.0,9.0,10.0,8.0,14,1.0,23,1.0,2,0.8,19.0,0.8,0.0,0.6,12,0.0033382848131107354,8,0.0026471613169534525,23,0.0021362903058609007,21.0,0.0021306420647466975,29.0,0.0020841108012637235,23,4,19.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
1,23,14,20,21,15,19,13,12.0,9.0,10.0,8.0,14,1.0,23,1.0,2,0.8,19.0,0.8,0.0,0.6,12,0.0033382848131107354,8,0.0026471613169534525,23,0.0021362903058609007,21.0,0.0021306420647466975,29.0,0.0020841108012637235,23,4,19.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
2,23,14,20,21,15,19,13,12.0,9.0,10.0,8.0,14,1.0,23,1.0,2,0.8,19.0,0.8,0.0,0.6,12,0.0033382848131107354,8,0.0026471613169534525,23,0.0021362903058609007,21.0,0.0021306420647466975,29.0,0.0020841108012637235,23,4,19.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
0,24,10,138,14,110,20,68,26.0,45.0,21.0,33.0,1,1.0,2,1.0,5,1.0,12.0,1.0,24.0,1.0,4,0.009208299642159195,3,0.005002640214027934,1,0.003744400402620908,29.0,0.0034974350073492737,27.0,0.0030285591491786756,2,10,1.0,6.0,24.0,5.0,28.0,4.0,30.0,4.0
1,24,10,138,14,110,20,68,26.0,45.0,21.0,33.0,1,1.0,2,1.0,5,1.0,12.0,1.0,24.0,1.0,4,0.009208299642159195,3,0.005002640214027934,1,0.003744400402620908,29.0,0.0034974350073492737,27.0,0.0030285591491786756,2,10,1.0,6.0,24.0,5.0,28.0,4.0,30.0,4.0
2,24,10,138,14,110,20,68,26.0,45.0,21.0,33.0,1,1.0,2,1.0,5,1.0,12.0,1.0,24.0,1.0,4,0.009208299642159195,3,0.005002640214027934,1,0.003744400402620908,29.0,0.0034974350073492737,27.0,0.0030285591491786756,2,10,1.0,6.0,24.0,5.0,28.0,4.0,30.0,4.0
